"";"gender";"religious_attendance";"age";"faith";"education";"family_status";"economical_status";"code";"HSPS_1";"HSPS_2";"HSPS_3";"HSPS_4";"HSPS_5";"HSPS_6";"HSPS_7";"HSPS_8";"HSPS_9";"HSPS_10";"HSPS_11";"HSPS_12";"HSPS_13";"HSPS_14";"HSPS_15";"HSPS_16";"HSPS_17";"HSPS_18";"HSPS_19";"HSPS_20";"HSPS_21";"HSPS_22";"HSPS_23";"HSPS_24";"HSPS_25";"HSPS_26";"HSPS_27";"DSES_1";"DSES_2";"DSES_3";"DSES_4";"DSES_5";"DSES_6";"DSES_7";"DSES_8";"DSES_9";"DSES_10";"DSES_11";"DSES_12";"DSES_13";"DSES_14";"DSES_15";"BFI_N_1";"BFI_N_2";"BFI_N_3";"BFI_N_4";"BFI_N_5";"BFI_N_6";"BFI_N_7";"BFI_N_8";"TEQ_1";"TEQ_3";"TEQ_5";"TEQ_16";"TEQ_CON_2";"TEQ_CON_4";"TEQ_CON_14";"senisitivity_1";"senisitivity_2";"senisitivity_3";"senisitivity_4";"senisitivity_5";"senisitivity_6";"senisitivity_7";"senisitivity_8";"senisitivity_9";"senisitivity_10";"emotions_1";"emotions_2";"emotions_3";"emotions_4";"emotions_5";"emotions_6";"emotions_7";"emotions_8";"emotions_9";"emotions_10";"cov_topics1_1";"cov_topics1_2";"cov_topics1_3";"cov_topics1_4";"cov_topics1_5";"cov_topics1_6";"cov_topics1_7";"cov_topics1_8";"cov_topics1_9";"cov_topics2_1";"cov_topics2_2";"cov_topics2_3";"cov_topics2_4";"cov_topics2_5";"cov_topics2_6";"cov_topics2_7";"cov_topics2_8";"cov_topics2_9";"cov_topics2_10";"cov_topics2_11";"cov_topics2_12";"cov_topics2_13";"cov_topics2_14"
"188";"Male";"Occasionaly";34;NA;"High school";"Married";"Employed";"e6db2f359b03c6cb2f34f0b4b9b6b0e6";2;1;4;1;4;1;2;4;2;2;1;6;1;1;4;2;6;2;2;3;1;5;2;3;2;2;2;1;2;1;1;2;1;1;1;1;1;1;3;2;1;1;1;4;2;1;5;2;4;1;NA;NA;NA;NA;NA;NA;NA;7;5;5;5;5;3;6;3;7;3;4;3;1;5;2;5;5;3;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"189";"Female";"Never";58;NA;"University master or higher";"Divorced";"Employed";"ea2e47477bec1207c7983810851fd748";4;4;1;4;1;4;4;3;5;6;4;6;4;6;4;4;6;4;5;4;5;5;5;5;5;4;4;1;1;1;1;3;1;1;1;1;1;1;4;3;1;1;3;3;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"190";"Male";"Never";70;NA;"Vocational school or non - maturity high school";"Married";"Not working pensioner";"eaaf967cd301e82a131df63afd9020ac";4;4;4;4;1;2;2;5;2;5;2;6;4;6;5;5;5;3;4;4;3;5;5;4;5;3;3;2;1;1;1;4;1;2;1;2;1;3;4;4;2;2;1;4;2;2;4;3;4;2;NA;NA;NA;NA;NA;NA;NA;3;5;5;6;5;5;5;5;7;7;4;6;5;5;6;5;6;5;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"191";"Female";"Never";81;NA;"University master or higher";"Unmarried";"Not working pensioner";"eaefc4eabc1de72dfa635e935b349c53";4;2;5;2;1;1;6;2;2;1;1;2;2;2;3;6;5;7;2;2;4;6;4;4;6;2;4;1;1;1;1;1;1;1;1;1;1;1;3;2;1;1;2;4;2;2;4;4;4;2;NA;NA;NA;NA;NA;NA;NA;5;0;10;8;5;3;5;0;0;5;5;5;4;0;6;0;7;8;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"192";"Female";"Occasionaly";41;NA;"Vocational school or non - maturity high school";"Divorced";"In household";"eb63ae30d57ddefe8adf11903b0eeafa";4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;NA;NA;NA;NA;NA;NA;NA;6;5;6;6;5;5;5;4;5;5;5;5;6;5;5;4;5;6;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"193";"Female";"Occasionaly";79;NA;"High school";"Widow";"Not working pensioner";"ed2465ce1da44be73bac4f454cd12b62";4;4;2;3;1;3;4;4;3;6;1;6;4;2;4;3;4;7;4;1;2;7;1;3;4;4;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;4;2;2;5;1;4;1;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;3;5;3;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"194";"Male";"Occasionaly";43;NA;"Vocational school or non - maturity high school";"Married";"Entrepreneur without employes";"ed635e8346baf1716fc1f1523488d183";6;7;5;2;2;3;4;5;6;7;4;7;2;5;6;4;7;5;2;4;6;7;5;7;6;5;7;1;1;1;1;4;2;1;1;1;1;1;4;2;1;1;2;4;4;4;3;4;4;3;NA;NA;NA;NA;NA;NA;NA;0;3;4;0;0;0;0;0;0;0;8;5;5;7;7;5;9;5;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"195";"Male";"Never";34;NA;"Basic school or unfinished or without basic school";"Unmarried";"Employed";"f576eb491186827671a7bcf88b90d3f5";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;2;1;2;1;2;1;2;1;1;2;1;2;1;2;1;2;NA;NA;NA;NA;NA;NA;NA;0;1;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"196";"Male";"Never";63;NA;"University master or higher";"Married";"Not working pensioner";"f8d29bc754735a454c6f7ff6d1393e50";6;5;5;3;2;1;1;2;1;1;6;2;2;1;2;1;1;1;3;6;4;2;4;1;1;6;6;1;1;1;1;4;1;1;1;1;1;1;2;4;1;1;1;4;3;3;3;2;3;3;NA;NA;NA;NA;NA;NA;NA;5;8;5;7;5;5;5;5;7;7;5;6;5;5;7;5;5;1;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"197";"Female";"Occasionaly";62;NA;"Vocational school or non - maturity high school";"Married";"Without work";"f8f199d7915ed09b1be2b1666d451277";2;4;1;1;1;1;1;3;1;2;1;5;1;1;4;5;1;6;1;1;1;5;2;4;1;7;7;2;1;1;1;2;2;2;2;2;3;2;2;3;2;2;1;3;2;2;3;2;3;2;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;0;0;1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"198";"Female";"Never";31;NA;"University master or higher";"Married";"Employed";"f97e2f6fd4f46e4e5de104acd314defa";2;4;5;5;4;3;2;5;6;4;5;5;6;3;1;6;7;7;4;5;6;4;3;5;4;6;7;1;2;1;1;2;1;1;1;1;1;4;3;2;1;1;5;2;5;5;1;5;1;5;NA;NA;NA;NA;NA;NA;NA;5;9;9;6;5;7;8;5;7;5;8;5;7;7;5;8;5;8;8;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"199";"Male";"Never";65;NA;"High school";"Married";"Entrepreneur without employes";"fa3ba47f26d39432b781df2e33aa2156";5;5;6;2;2;5;2;5;4;7;5;6;4;4;6;6;7;2;4;4;6;7;4;6;4;4;2;1;2;2;3;3;2;1;1;2;2;2;2;2;2;1;2;4;3;4;3;2;4;3;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;2;3;7;2;8;5;7;7;7;3;7;5;8;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"200";"Male";"Occasionaly";59;NA;"Vocational school or non - maturity high school";"Married";"Employed";"fb08cac2aa383c1ff6da63951ef81c93";2;2;2;2;2;2;2;3;2;2;3;2;5;2;2;3;2;3;2;3;2;3;2;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;3;3;1;1;1;4;3;4;4;2;2;4;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;7;5;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"201";"Male";"Never";65;NA;"Basic school or unfinished or without basic school";"Married";"Not working pensioner";"fb0ea7e0924290f935f8268ea3db57d5";3;4;1;1;1;1;1;4;4;3;4;6;1;1;4;4;4;1;2;2;1;7;2;6;2;1;6;1;2;1;1;4;2;1;4;2;5;3;5;2;1;1;1;5;3;2;4;3;4;2;NA;NA;NA;NA;NA;NA;NA;0;0;2;0;0;2;2;0;5;5;5;5;0;0;0;0;0;5;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"202";"Female";"I try to attend once a week";58;NA;"Vocational school or non - maturity high school";"Unmarried";"Not working pensioner";"fd7fa3aaba9ebee7fb71855233aaad8a";3;2;5;2;2;1;6;6;6;7;4;6;3;6;5;5;4;6;5;3;6;7;5;6;7;5;5;6;2;4;6;3;5;4;4;5;4;4;3;2;4;3;1;3;2;2;3;1;2;2;NA;NA;NA;NA;NA;NA;NA;5;8;6;5;5;5;5;3;5;8;8;8;7;5;6;5;6;7;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"203";"Male";"Never";40;NA;"Vocational school or non - maturity high school";"Divorced";"Entrepreneur without employes";"fdda9de634767ea4072ca6602ad4b3ea";4;5;4;5;3;2;2;2;2;2;2;3;2;2;5;6;4;5;2;2;2;4;3;4;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;2;2;2;3;2;3;NA;NA;NA;NA;NA;NA;NA;6;5;4;5;5;7;6;5;5;4;5;3;4;5;3;6;3;3;3;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"204";"Female";"Never";27;NA;"Vocational school or non - maturity high school";"Unmarried";"Maternity leave";"fe52714d9da711d5468170ac8ea425c3";4;3;4;2;5;4;5;7;4;6;7;6;5;6;6;7;7;4;7;5;6;7;7;7;5;5;6;1;2;1;1;3;1;1;1;1;2;4;4;3;1;1;3;3;3;4;3;5;2;5;NA;NA;NA;NA;NA;NA;NA;5;9;8;7;8;6;4;6;8;7;9;8;7;8;8;5;9;8;9;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"205";"Male";"Occasionaly";72;NA;"Vocational school or non - maturity high school";"Married";"Not working pensioner";"fe82f5a7bb1e6f7934a6513debd854f6";2;2;3;6;2;2;1;2;2;4;2;2;1;1;4;1;3;3;3;1;2;5;2;3;5;1;4;2;1;1;1;1;3;2;2;2;4;3;2;1;3;1;1;4;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;2;0;0;0;3;0;0;1;1;2;3;0;2;7;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"206";"Female";"Often, but not every week";26;NA;NA;"Unmarried";NA;"TEST43867488210a30f2d7e2b03f6557926f";1;2;3;4;5;4;5;4;5;6;5;4;4;4;5;4;3;4;5;5;4;5;4;3;4;5;4;1;2;3;4;3;4;3;4;3;4;3;4;3;4;2;1;2;3;3;4;3;3;3;NA;NA;NA;NA;NA;NA;NA;1;2;3;4;5;6;7;8;7;6;3;4;5;6;5;6;5;6;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"207";"Female";"Never";55;NA;"High school";"Divorced";"Employed";"fbdf8029047ef988f0b53ac8f53ebb00";2;1;2;1;3;1;2;3;4;3;3;6;4;1;3;4;4;6;1;3;1;6;1;4;3;3;5;1;1;1;1;1;2;1;1;2;1;4;3;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;2;1;2;1;3;1;1;1;5;5;4;6;5;4;3;1;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"208";"Female";"Never";47;NA;"High school";"In relationship";"Entrepreneur without employes";"9ebe20dc8b2fad35cc227b430d6d1c78";4;3;2;2;2;1;2;4;4;1;1;5;2;3;4;3;5;3;3;2;2;3;2;4;3;3;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;3;4;3;4;2;NA;NA;NA;NA;NA;NA;NA;7;5;4;6;5;3;6;6;5;6;3;3;3;2;2;5;6;5;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"209";"Female";"Never";23;NA;"Vocational school or non - maturity high school";"In relationship";"Maternity leave";"48d8eecbf9ec49d1a1e8f07fc56f3a80";1;7;1;1;1;1;1;4;1;1;1;7;1;1;1;1;7;1;1;1;7;1;7;7;1;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"210";"Male";"Occasionaly";72;NA;"High school";"Married";"Not working pensioner";"bfa7dd04c9868519bfcc622c73027707";1;1;2;2;1;1;1;2;2;2;1;4;1;2;2;5;2;5;4;2;5;6;2;4;2;2;2;1;2;1;1;2;1;1;1;1;1;1;2;2;1;1;1;4;1;1;3;2;3;1;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"211";"Female";"Never";70;NA;"High school";"Married";"Not working pensioner";"cc3eff3ef93feec90a95a178405d5091";4;4;6;5;5;4;5;2;4;4;7;6;4;6;4;7;6;7;5;4;6;5;6;7;6;5;2;1;3;1;1;1;2;1;1;1;1;1;2;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;5;3;5;5;4;4;10;6;5;5;5;5;6;6;5;7;7;7;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"212";"Male";"Never";86;NA;"University master or higher";"Widow";"Not working pensioner";"9d5d7c48f9c6d1e558c209dc5e3e0267";2;5;4;1;1;5;5;5;5;2;1;1;4;4;3;3;2;2;1;3;5;4;4;2;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;4;1;2;1;NA;NA;NA;NA;NA;NA;NA;7;5;5;5;5;5;5;5;6;6;6;5;5;6;5;4;7;6;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"213";"Male";"Never";28;NA;"High school";"Married";"Employed";"94cd8be72d10f2a8f13c74e5ef5c88de";4;5;6;4;1;3;1;4;2;5;5;4;5;6;5;7;5;4;7;5;7;7;4;4;4;5;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;5;3;2;2;3;4;NA;NA;NA;NA;NA;NA;NA;5;3;7;8;5;3;5;5;3;5;8;7;5;7;5;10;8;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"214";"Female";"Occasionaly";73;NA;"High school";"Widow";"Not working pensioner";"c889a5a07d0e4c63362bb01a996b6f60";4;6;4;4;1;1;1;5;4;7;1;5;5;4;6;4;6;7;2;4;5;7;4;1;4;6;2;1;2;2;1;2;2;1;1;2;1;1;2;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;5;5;5;5;7;7;5;4;4;3;7;7;5;6;3;9;5;7;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"215";"Male";"Never";34;NA;"Vocational school or non - maturity high school";"Unmarried";"Employed";"146160d3b94376ed46306324f66357f1";1;1;2;1;1;2;1;1;1;1;5;6;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;1;4;3;3;2;NA;NA;NA;NA;NA;NA;NA;0;0;3;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"216";"Female";"Occasionaly";73;NA;"University master or higher";"Divorced";"Not working pensioner";"99abd4fb547c1dedb32be38814203ea2";4;5;4;5;1;1;4;6;4;6;1;6;5;5;5;6;5;7;4;7;6;7;5;6;4;6;7;1;2;2;2;2;2;1;1;1;2;2;3;3;1;1;1;3;4;4;2;3;2;4;NA;NA;NA;NA;NA;NA;NA;7;5;5;5;5;6;6;5;7;5;5;6;7;7;6;8;6;6;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"217";"Female";"Never";71;NA;"Higher vocational school or University bachelor";"Widow";"Not working pensioner";"89eaf07093ba098e247aeeb1783c08ce";6;6;4;6;1;1;4;6;2;1;7;4;5;5;6;7;7;6;4;6;7;7;6;6;7;7;2;1;2;1;1;3;3;1;1;1;1;5;5;5;1;1;1;4;4;2;4;3;2;4;NA;NA;NA;NA;NA;NA;NA;4;5;8;8;5;3;3;5;7;5;6;5;5;7;5;9;6;5;10;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"218";"Male";"Never";59;NA;"University master or higher";"Married";"Employed";"fde068db8049eaa0f61e762f513a7688";4;5;5;3;4;2;5;4;4;3;5;6;5;4;5;5;5;4;4;3;3;3;4;4;4;4;5;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;4;4;3;4;4;4;NA;NA;NA;NA;NA;NA;NA;6;4;7;7;7;3;3;3;4;3;6;5;6;5;6;7;6;5;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"Female";"Never";65;NA;"High school";"Married";"Not working pensioner";"118f3b815bad68297f973a6ce61cd989";1;1;1;4;1;4;4;4;4;4;7;4;4;1;4;4;4;7;4;1;4;7;4;4;4;4;4;1;1;1;1;4;1;1;1;1;1;1;4;4;1;1;3;4;2;3;4;1;4;2;NA;NA;NA;NA;NA;NA;NA;0;0;5;5;5;5;5;5;8;8;3;3;3;5;5;5;5;5;8;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"220";"Female";"Never";19;NA;"High school";"Unmarried";"Student without stable work";"d7169d4347b6246b728579dc8f17a176";4;4;4;2;4;1;4;4;5;4;7;5;4;2;4;4;7;1;7;1;4;4;7;1;4;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"221";"Male";"Never";58;NA;"High school";"Married";"Employed";"258be0371e0759425d9dbfe187e33df6";4;2;5;2;5;2;4;5;5;5;5;5;4;7;4;7;6;6;5;5;5;7;7;7;6;5;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;4;3;2;2;4;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;5;5;8;7;8;9;8;5;8;8;9;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"222";"Male";"Never";59;NA;"High school";"Divorced";"Employed";"9f36a3deedb4e746cde7c2e0386c506b";4;4;5;4;5;4;4;4;3;5;5;5;3;3;4;4;5;3;3;3;4;5;4;5;5;4;4;1;1;1;1;3;1;1;2;1;1;2;3;2;1;1;1;4;2;2;4;2;3;2;NA;NA;NA;NA;NA;NA;NA;6;7;7;6;6;7;6;6;6;6;7;5;5;6;5;6;7;6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"223";"Female";"Occasionaly";46;NA;"Vocational school or non - maturity high school";"Married";"Employed";"050cda3240fd10e9c2654ad892d3588e";5;5;5;4;1;1;3;6;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;5;5;5;5;6;6;4;6;3;6;6;5;5;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"224";"Male";"Never";26;NA;"High school";"Unmarried";"Employed";"63d4bea13f5573d16b090e5024766eed";3;4;5;1;4;1;5;6;2;5;2;3;2;4;4;7;4;1;5;7;5;3;4;4;7;3;1;1;2;1;1;4;1;1;1;1;1;1;1;3;1;1;2;4;2;1;4;3;3;2;NA;NA;NA;NA;NA;NA;NA;8;6;5;5;5;3;4;4;5;6;3;3;5;6;5;5;5;5;10;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"225";"Male";"Never";68;NA;"High school";"Married";"Entrepreneur without employes";"51c6e2dd592983283f2370d008cb8510";4;5;5;4;2;2;4;4;3;5;4;3;2;1;4;2;5;5;2;4;3;1;3;5;3;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;1;3;8;5;5;8;5;1;2;5;3;2;2;5;7;1;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"226";"Female";"Never";51;NA;"High school";"Married";"Employed";"2b45a56121df80c27edf867c1caa3f27";2;6;5;2;1;2;6;6;7;4;1;6;2;1;5;2;2;6;4;1;3;4;3;5;6;4;1;1;2;1;1;2;1;1;1;1;1;1;2;3;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;8;7;5;5;7;5;5;5;5;5;2;5;5;5;5;7;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"227";"Female";"Never";19;NA;"High school";"Unmarried";"Student without stable work";"422c21e01b30dd02fe7672423d93de3f";5;1;6;2;7;7;6;2;4;1;1;5;7;6;5;6;5;1;7;7;5;4;7;5;4;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;4;4;2;2;3;4;NA;NA;NA;NA;NA;NA;NA;8;5;5;8;8;6;8;10;7;7;9;8;6;5;7;7;4;5;4;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"228";"Female";"Occasionaly";23;NA;"High school";"Unmarried";"Student without stable work";"ba03dca91f95e08cf430d07fc324be41";4;3;6;2;4;2;3;4;3;6;5;5;4;2;4;4;3;4;5;4;2;6;3;4;2;4;2;1;3;4;2;1;2;1;1;2;1;4;6;3;2;1;2;1;4;3;2;3;2;4;NA;NA;NA;NA;NA;NA;NA;5;3;3;4;8;5;5;5;5;5;5;8;3;5;7;6;6;7;5;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"229";"Male";"Never";27;NA;"High school";"Married";"Employed";"fefc61b1b48c4dc1528f83aa85872a64";4;2;3;1;2;1;4;6;2;3;2;5;3;4;3;3;4;4;2;3;3;4;3;3;4;4;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;3;5;4;6;2;7;5;3;4;5;5;5;4;3;4;6;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"230";"Female";"Never";66;NA;"Vocational school or non - maturity high school";"Divorced";"Not working pensioner";"c1d4666bbeecfd03e8f8aea236c00e88";2;1;3;4;1;1;2;4;5;4;4;6;6;2;4;6;4;6;2;2;5;4;6;6;4;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;6;5;0;0;5;5;0;6;3;9;5;9;9;5;5;7;5;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"231";"Female";"Never";51;NA;"High school";"Divorced";"Employed";"a4172c3998d7fcaaab1cb653c2760991";4;4;4;4;4;6;6;4;6;4;4;5;4;5;5;5;5;3;4;5;5;5;2;3;4;4;4;1;1;1;1;2;2;2;2;1;1;2;3;3;3;1;1;4;3;2;4;2;4;3;NA;NA;NA;NA;NA;NA;NA;0;3;8;0;0;0;1;0;1;1;5;5;5;5;5;5;9;5;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
